employee_id,age,gender,marital_status,education,education_field,num_companies_worked,department,job_role,job_level,employment_type,years_at_company,years_in_current_role,total_working_years,monthly_income,percent_salary_hike,stock_option_level,bonus_eligible,overtime_paid_eligible,business_travel,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,overtime_hours_per_week,performance_rating,training_times_last_year,promotions_last_5years,years_since_last_promotion,skills_growth_opportunities,manager_rating,team_size,distance_from_home_km,remote_work_days_per_week,attrition
EMP_00000354,22,Female,Married,Bachelor,Arts,2,R&D,Analyst,5,Full-time,5,3,18,4157,11,1,No,Yes,Non-Travel,4,2,3,3,10,4,2,0,2,Medium,4,4,7,0,No
EMP_00000355,36,Male,Married,Bachelor,Business,2,IT,Manager,1,Full-time,0,1,4,2748,18,1,Yes,Yes,Travel_Rarely,4,3,4,4,0,3,1,0,0,High,3,4,2,2,No
EMP_00000356,47,Female,Married,Bachelor,Technical,4,Sales,Senior,2,Full-time,4,0,5,4408,11,1,Yes,No,Travel_Rarely,3,3,3,4,5,4,2,0,2,High,3,9,31,1,Yes
EMP_00000357,37,Male,Single,High School,Technical,2,R&D,Manager,2,Full-time,10,4,12,9866,10,0,Yes,Yes,Travel_Rarely,3,3,3,2,0,3,1,1,3,Medium,2,7,14,2,No
EMP_00000358,37,Female,Single,Bachelor,Technical,5,IT,Senior,2,Full-time,8,5,10,7493,7,2,Yes,Yes,Travel_Rarely,3,2,3,3,1,4,6,1,2,Low,4,7,12,3,Yes
EMP_00000359,38,Female,Married,Bachelor,Science,1,R&D,Junior,3,Full-time,1,0,2,3138,11,0,Yes,Yes,Travel_Frequently,4,1,2,2,1,4,4,3,3,Medium,3,3,12,0,Yes
EMP_00000360,39,Female,Married,Bachelor,Business,3,IT,Analyst,3,Full-time,4,3,7,4956,10,3,Yes,Yes,Non-Travel,2,4,3,3,4,3,2,1,0,High,4,6,41,0,No
EMP_00000361,43,Female,Divorced,Bachelor,Technical,2,Sales,Junior,4,Full-time,0,3,7,2181,7,2,Yes,Yes,Non-Travel,4,4,3,3,6,3,2,1,2,High,4,6,44,3,No
EMP_00000362,65,Male,Married,Bachelor,Arts,0,Sales,Senior,2,Contract,8,4,9,2126,10,0,Yes,Yes,Travel_Rarely,2,3,3,3,8,4,1,1,0,Low,3,4,25,1,No
EMP_00000363,43,Male,Married,Master,Technical,2,Sales,Senior,2,Full-time,0,0,1,1333,8,3,No,No,Non-Travel,1,3,4,4,15,5,3,0,1,High,4,9,1,2,No
EMP_00000364,41,Female,Divorced,Master,Business,2,Finance,Manager,1,Full-time,2,4,2,5103,13,3,No,No,Travel_Rarely,3,3,3,2,8,3,0,1,1,High,4,6,15,0,No
EMP_00000365,45,Male,Married,High School,Technical,2,IT,Senior,5,Full-time,0,0,12,2988,15,0,Yes,No,Non-Travel,4,2,3,4,4,4,5,0,1,Medium,3,4,1,1,No
EMP_00000366,36,Male,Married,Bachelor,Technical,2,Finance,Senior,4,Full-time,7,0,9,3360,12,0,Yes,No,Travel_Frequently,3,4,3,3,1,3,2,0,2,Low,4,8,29,5,Yes
EMP_00000367,28,Female,Divorced,High School,Science,1,R&D,Senior,4,Full-time,0,0,8,1797,10,3,Yes,Yes,Travel_Frequently,1,2,1,3,12,4,4,0,1,Medium,3,7,27,2,Yes
EMP_00000368,42,Female,Married,Bachelor,Business,3,IT,Executive,2,Full-time,2,1,10,6799,18,3,Yes,Yes,Travel_Rarely,3,1,4,3,5,4,1,3,3,Medium,3,9,6,2,No
EMP_00000369,33,Female,Married,Bachelor,Science,1,HR,Analyst,1,Full-time,7,2,13,8720,9,1,Yes,No,Travel_Rarely,4,3,2,3,13,3,4,0,2,Medium,3,6,28,1,No
EMP_00000370,48,Male,Married,Bachelor,Business,5,R&D,Executive,2,Full-time,1,1,1,3894,15,2,No,Yes,Travel_Rarely,3,4,2,3,3,4,3,0,0,High,5,8,35,2,Yes
EMP_00000371,41,Male,Married,Bachelor,Business,2,Sales,Executive,4,Full-time,0,1,6,5210,11,2,Yes,No,Travel_Rarely,3,3,3,3,11,4,6,2,1,High,5,3,8,3,No
EMP_00000372,32,Female,Single,Master,Arts,4,Sales,Analyst,3,Part-time,2,1,6,6915,19,2,No,Yes,Non-Travel,4,3,2,3,7,5,7,0,0,Low,2,9,12,3,Yes
EMP_00000373,43,Male,Single,Master,Business,3,Operations,Junior,2,Full-time,6,1,6,4091,9,1,Yes,Yes,Non-Travel,3,4,3,3,1,4,2,0,2,Medium,4,8,29,4,No
EMP_00000374,43,Male,Married,Master,Technical,1,Sales,Junior,2,Full-time,0,1,3,5089,15,1,Yes,No,Non-Travel,4,2,3,2,5,3,5,1,4,High,3,7,10,3,Yes
EMP_00000375,35,Male,Married,High School,Science,1,Finance,Junior,3,Full-time,1,8,2,2131,13,2,Yes,No,Travel_Frequently,4,3,4,2,0,4,8,3,2,High,3,6,13,3,No
EMP_00000376,35,Female,Single,Bachelor,Arts,10,IT,Analyst,2,Full-time,0,4,0,2968,10,0,Yes,Yes,Travel_Frequently,3,2,3,3,0,4,4,0,0,High,4,6,9,1,Yes
EMP_00000377,39,Male,Married,Bachelor,Other,6,R&D,Senior,3,Full-time,1,11,1,5967,11,2,No,Yes,Travel_Rarely,3,4,4,4,1,4,6,0,1,Medium,3,7,15,0,Yes
EMP_00000378,23,Male,Divorced,Bachelor,Other,1,Finance,Senior,2,Full-time,3,1,5,2266,9,0,No,No,Travel_Rarely,3,3,4,4,0,4,4,2,0,Medium,4,3,20,2,No
EMP_00000379,51,Female,Divorced,Master,Business,1,IT,Junior,1,Full-time,2,0,6,5977,14,1,Yes,No,Travel_Rarely,3,2,3,4,15,3,3,0,0,High,3,6,12,0,No
EMP_00000380,40,Male,Single,Bachelor,Other,0,Sales,Junior,1,Full-time,2,5,3,5422,10,0,No,No,Travel_Frequently,4,3,2,3,5,4,2,1,2,Low,5,6,3,3,No
EMP_00000381,26,Female,Single,High School,Other,3,HR,Senior,3,Full-time,6,0,11,7867,14,0,Yes,Yes,Travel_Rarely,3,2,4,1,8,5,4,1,2,Medium,4,3,3,0,No
EMP_00000382,44,Other,Single,High School,Other,1,IT,Junior,1,Part-time,0,0,6,1780,12,1,Yes,No,Travel_Rarely,3,1,4,2,4,5,2,1,3,Medium,3,11,36,0,Yes
EMP_00000383,55,Male,Divorced,High School,Science,3,Finance,Manager,2,Full-time,6,1,6,3397,11,0,Yes,No,Travel_Rarely,3,3,4,2,11,3,4,0,0,High,2,4,35,1,No
EMP_00000384,32,Male,Married,High School,Arts,3,Sales,Senior,2,Full-time,0,0,1,2498,11,0,Yes,No,Non-Travel,3,3,3,4,4,4,1,2,11,Low,3,5,19,0,Yes
EMP_00000385,26,Female,Married,Master,Arts,2,IT,Analyst,2,Part-time,3,2,6,,12,0,No,Yes,Travel_Rarely,3,,3,1,8,3,0,0,5,Low,4,4,1,0,Yes
EMP_00000386,33,Female,Married,Bachelor,Technical,5,Finance,Senior,2,Full-time,7,0,7,3945,16,0,Yes,Yes,Non-Travel,2,3,1,2,9,5,2,1,0,Medium,3,14,1,0,Yes
EMP_00000387,39,Male,Single,Bachelor,Technical,3,Operations,Junior,4,Full-time,1,1,5,3785,11,1,Yes,Yes,Non-Travel,2,4,4,3,3,4,2,1,4,Medium,3,9,15,3,Yes
EMP_00000388,42,Female,Married,Bachelor,Technical,0,IT,Manager,1,Full-time,2,5,5,3510,14,1,Yes,No,Non-Travel,3,3,2,4,4,4,3,0,0,High,4,7,2,1,Yes
EMP_00000389,34,Female,Married,Bachelor,Business,3,IT,Junior,3,Full-time,1,0,9,5173,10,0,Yes,Yes,Travel_Rarely,4,4,3,2,2,4,1,1,6,Medium,4,10,11,0,No
EMP_00000390,62,Male,Married,Bachelor,Science,2,Sales,Senior,1,Full-time,5,4,5,4605,10,2,Yes,No,Travel_Frequently,3,4,3,4,2,5,1,1,0,Medium,3,10,2,0,No
EMP_00000391,37,Male,Divorced,High School,Business,2,HR,Analyst,2,Full-time,5,0,12,3145,16,0,Yes,No,Travel_Rarely,4,3,3,4,0,4,4,0,6,Low,3,10,3,1,Yes
EMP_00000392,29,Male,Married,High School,Other,3,R&D,Junior,1,Full-time,7,2,8,3135,14,1,Yes,Yes,Non-Travel,4,2,4,4,0,4,3,0,4,Low,3,5,6,4,No
EMP_00000393,42,Female,Single,Bachelor,Business,0,HR,Senior,2,Full-time,5,1,5,9327,13,0,Yes,No,Travel_Rarely,4,4,2,3,2,3,1,2,6,Medium,4,9,13,0,No
EMP_00000394,49,Female,Single,Bachelor,Science,5,IT,Analyst,2,Full-time,1,0,3,2660,9,0,Yes,No,Non-Travel,4,3,4,4,3,,2,0,3,Medium,4,6,24,5,No
EMP_00000395,41,Male,Married,PhD,Arts,0,Sales,Senior,1,Full-time,1,4,1,4347,21,1,Yes,Yes,Non-Travel,2,4,3,3,7,4,0,0,6,High,3,6,6,0,No
EMP_00000396,39,Male,Single,Bachelor,Other,3,IT,Senior,3,Full-time,0,4,8,3711,4,0,Yes,No,Travel_Rarely,2,3,2,3,1,3,4,0,2,Low,4,9,26,2,No
EMP_00000397,27,Male,Married,Bachelor,Arts,3,IT,Senior,4,Full-time,1,0,1,3807,12,1,Yes,No,Travel_Rarely,4,2,4,2,0,4,4,2,0,Medium,3,7,12,0,No
EMP_00000398,43,Male,Married,Bachelor,Arts,5,HR,Manager,3,Full-time,1,0,1,2754,8,0,Yes,No,Travel_Rarely,3,3,4,3,0,3,3,0,1,Medium,4,5,27,2,No
EMP_00000399,30,Male,Divorced,High School,Business,1,IT,Junior,3,Full-time,1,2,7,3221,13,3,Yes,Yes,Travel_Rarely,3,4,4,4,0,3,4,0,1,Medium,3,7,6,0,Yes
EMP_00000400,52,Male,Married,Bachelor,Technical,0,R&D,Senior,4,Full-time,2,2,5,5723,10,1,Yes,Yes,Non-Travel,2,4,2,4,12,5,2,3,2,Medium,4,4,9,0,Yes
EMP_00000401,56,Other,Married,Master,Other,1,Sales,Executive,4,Full-time,3,1,7,3481,9,1,Yes,No,Non-Travel,4,3,3,3,6,3,3,1,1,High,4,6,28,3,Yes
EMP_00000402,32,Male,Single,Bachelor,Business,2,Finance,Senior,2,Full-time,1,0,4,2811,8,1,Yes,Yes,Travel_Frequently,2,1,4,4,4,3,6,0,6,High,3,10,5,3,Yes
EMP_00000403,22,Female,Married,Master,Technical,3,R&D,Analyst,4,Full-time,1,0,4,3758,12,1,Yes,Yes,Travel_Rarely,3,2,3,2,0,5,1,1,0,High,5,10,25,2,No
EMP_00000404,31,Male,Married,High School,Science,4,Operations,Manager,1,Full-time,3,0,6,5228,9,1,No,No,Travel_Rarely,2,1,2,2,7,4,2,0,5,Medium,3,5,10,3,Yes
EMP_00000405,38,Male,Married,Master,Arts,0,IT,Junior,2,Full-time,3,0,6,2035,12,0,Yes,Yes,Travel_Rarely,4,3,2,2,1,4,2,1,11,Medium,3,4,11,2,No
EMP_00000406,65,Female,Married,Bachelor,Technical,2,IT,Analyst,3,Full-time,1,0,1,1448,15,1,No,Yes,Travel_Rarely,4,4,2,3,5,4,3,0,0,High,4,3,3,0,No
EMP_00000407,41,Female,Single,Master,Technical,1,R&D,Analyst,3,Full-time,0,2,1,3734,10,1,Yes,Yes,Travel_Rarely,3,4,3,3,3,4,3,0,2,Medium,3,10,47,0,No
EMP_00000408,29,Male,Single,High School,Business,1,IT,Senior,1,Full-time,3,1,4,2927,15,0,No,No,Travel_Frequently,2,2,3,2,1,4,3,0,0,Medium,3,8,27,3,Yes
EMP_00000409,29,Male,Single,High School,Science,0,R&D,Senior,1,Full-time,5,2,9,4099,11,1,No,No,Travel_Rarely,4,4,3,3,0,4,2,1,2,High,3,6,24,1,No
EMP_00000410,39,Female,Married,Master,Arts,1,Sales,Junior,2,Full-time,1,8,4,2291,11,3,Yes,Yes,Non-Travel,3,2,4,1,8,4,1,1,1,Medium,4,5,48,0,No
EMP_00000411,47,Other,Divorced,PhD,Other,7,R&D,Junior,5,Full-time,0,1,0,3884,16,2,Yes,Yes,Travel_Frequently,4,3,2,4,11,3,6,0,5,High,3,7,1,2,Yes
EMP_00000412,44,Male,Single,PhD,Technical,1,IT,Analyst,1,Full-time,4,3,7,7390,9,1,Yes,No,Travel_Rarely,3,4,3,4,10,3,4,1,1,High,4,3,16,3,No
EMP_00000413,38,Male,Married,Master,Business,4,R&D,Manager,1,Full-time,1,1,2,3452,14,1,Yes,No,Travel_Rarely,3,3,2,2,0,5,2,0,1,High,3,3,16,0,Yes
EMP_00000414,35,Female,Married,Bachelor,Arts,2,IT,Manager,3,Full-time,1,10,2,2553,6,1,Yes,No,Non-Travel,3,3,3,2,3,3,2,1,4,High,4,3,5,1,No
EMP_00000415,29,Female,Married,Master,Technical,0,IT,Senior,3,Full-time,5,5,11,2429,16,0,Yes,Yes,Travel_Rarely,3,3,2,3,12,4,2,2,5,Low,3,9,7,3,No
EMP_00000416,24,Female,Married,Bachelor,Science,0,R&D,Junior,4,Full-time,7,3,7,1975,15,1,No,No,Travel_Rarely,2,4,2,4,9,4,2,2,12,High,3,7,52,3,No
EMP_00000417,58,Female,Married,Master,Technical,2,R&D,Senior,3,Full-time,3,0,5,1716,14,0,Yes,No,Non-Travel,3,4,3,4,4,3,5,1,2,Medium,3,7,7,0,No
EMP_00000418,34,Female,Married,Bachelor,Business,1,Sales,Analyst,1,Part-time,1,0,3,2358,12,2,Yes,Yes,Travel_Frequently,4,2,4,2,6,4,4,0,0,High,3,7,73,0,Yes
EMP_00000419,63,Female,Single,Bachelor,Business,5,IT,Senior,2,Part-time,10,6,20,3488,13,0,Yes,Yes,Travel_Rarely,4,4,3,2,14,4,1,1,3,Medium,3,5,16,1,No
EMP_00000420,41,Male,Married,Bachelor,Technical,2,R&D,Junior,1,Full-time,3,0,3,2389,10,1,No,Yes,Travel_Rarely,4,4,2,2,0,3,3,0,0,Medium,4,8,2,0,Yes
EMP_00000421,54,Male,Single,Master,Business,7,Sales,Manager,1,Part-time,0,5,4,3028,17,2,Yes,Yes,Travel_Frequently,3,3,4,2,0,4,4,1,7,Medium,4,9,14,2,Yes
EMP_00000422,46,Female,Divorced,Master,Business,3,R&D,Analyst,2,Part-time,1,1,11,1955,16,2,No,No,Travel_Rarely,2,2,4,2,5,3,4,2,0,High,4,4,28,1,Yes
EMP_00000423,33,Female,Married,Master,Technical,0,Finance,Executive,4,Full-time,12,4,17,1850,15,1,Yes,No,Travel_Frequently,4,3,3,2,0,3,3,0,8,Medium,4,7,4,0,Yes
EMP_00000424,40,Other,Married,Master,Technical,4,R&D,Senior,1,Full-time,11,0,16,3867,15,1,No,Yes,Travel_Rarely,3,3,2,3,3,4,2,0,2,High,4,7,1,1,No
EMP_00000425,32,Male,Divorced,Bachelor,Science,3,Sales,Junior,1,Full-time,2,5,3,4799,13,2,No,No,Travel_Rarely,3,4,3,2,8,5,2,2,0,Medium,3,11,8,3,No
EMP_00000426,40,Male,Married,Bachelor,Technical,1,R&D,Executive,1,Part-time,3,1,3,2500,13,2,No,Yes,Travel_Frequently,3,3,2,4,0,3,2,1,8,High,3,4,6,0,Yes
EMP_00000427,30,Male,Divorced,Bachelor,Business,4,Sales,Analyst,1,Full-time,0,2,2,7215,15,2,Yes,Yes,Travel_Rarely,3,2,3,2,0,4,2,0,0,Medium,4,8,1,5,No
EMP_00000428,59,Male,Divorced,Master,Technical,2,Sales,Manager,3,Full-time,1,0,2,3146,11,0,No,Yes,Travel_Rarely,4,1,2,2,1,4,1,1,0,Medium,4,2,9,1,No
EMP_00000429,50,Female,Married,Bachelor,Business,0,HR,Junior,2,Full-time,3,0,4,3264,8,0,Yes,No,Travel_Rarely,2,3,4,2,6,4,3,1,15,Medium,3,5,1,3,Yes
EMP_00000430,24,Male,Divorced,Master,Business,3,IT,Junior,4,Full-time,1,3,3,5375,14,1,No,No,Travel_Rarely,3,4,2,4,28,4,3,1,2,Medium,2,3,2,4,No
EMP_00000431,22,Male,Married,Bachelor,Business,1,IT,Manager,3,Full-time,0,1,1,1592,12,0,Yes,No,Non-Travel,3,3,4,4,0,4,5,0,0,Low,4,6,19,4,No
EMP_00000432,36,Female,Married,Bachelor,Business,2,Finance,Executive,3,Full-time,3,1,3,9516,7,2,No,No,Travel_Frequently,4,3,2,4,0,5,4,0,0,Low,5,6,31,2,No
EMP_00000433,22,Other,Single,Bachelor,Arts,1,R&D,Junior,3,Full-time,7,0,7,3905,9,1,Yes,Yes,Travel_Rarely,2,3,3,3,1,4,3,0,0,Low,4,6,3,5,No
EMP_00000434,35,Male,Married,High School,Technical,3,R&D,Manager,2,Full-time,5,3,5,1653,8,1,Yes,No,Non-Travel,2,2,3,4,0,4,4,0,5,Medium,5,9,16,2,Yes
EMP_00000435,44,Female,Married,Bachelor,Business,4,R&D,Senior,3,Full-time,1,0,3,3059,14,3,No,Yes,Travel_Rarely,3,3,4,2,6,5,4,1,5,Medium,4,3,1,3,Yes
EMP_00000436,42,Male,Single,Bachelor,Business,3,R&D,Senior,4,Full-time,2,1,2,4278,9,0,Yes,Yes,Non-Travel,3,3,4,2,3,4,1,2,2,High,4,4,13,1,No
EMP_00000437,42,Female,Married,Bachelor,Science,0,IT,Analyst,2,Full-time,2,1,2,3593,8,1,Yes,Yes,Travel_Frequently,3,,2,3,10,3,2,0,1,High,5,5,9,0,No
EMP_00000438,31,Female,Divorced,High School,Business,1,R&D,Junior,5,Full-time,3,7,3,6575,13,1,Yes,No,Travel_Rarely,2,2,4,4,0,4,3,2,6,High,3,6,64,0,Yes
EMP_00000439,34,Female,Married,Bachelor,Business,3,Operations,Junior,3,Full-time,0,0,0,5650,8,1,Yes,Yes,Travel_Rarely,4,4,3,4,18,4,0,0,0,Low,3,8,5,5,No
EMP_00000440,30,Female,Single,Master,Technical,2,HR,Junior,2,Full-time,6,6,7,2938,11,0,Yes,No,Travel_Rarely,3,2,3,3,2,5,7,1,1,Low,3,10,13,0,No
EMP_00000441,29,Male,Married,Master,Technical,3,HR,Executive,2,Full-time,11,0,13,2624,14,1,Yes,Yes,Travel_Rarely,3,3,2,2,3,4,3,0,4,Low,4,6,1,0,No
EMP_00000442,37,Male,Married,PhD,Arts,1,R&D,Senior,2,Full-time,3,0,5,4067,16,2,Yes,No,Travel_Rarely,2,3,4,3,7,3,3,2,0,Medium,4,5,15,4,No
EMP_00000443,23,Male,Married,Bachelor,Technical,3,Operations,Senior,1,Full-time,8,5,17,5106,9,1,Yes,Yes,Travel_Frequently,4,4,2,2,0,4,5,0,0,Medium,3,7,32,4,No
EMP_00000444,23,Male,Single,Master,Technical,4,Finance,Analyst,3,Full-time,1,0,3,7146,16,1,Yes,Yes,Travel_Rarely,4,4,1,2,2,4,3,2,4,Low,2,8,34,3,No
EMP_00000445,49,Male,Married,PhD,Science,2,IT,Junior,2,Full-time,5,2,5,1781,13,0,No,Yes,Non-Travel,2,2,4,2,0,4,4,0,3,Medium,3,6,17,0,Yes
EMP_00000446,30,Male,Single,Bachelor,Business,2,R&D,Junior,4,Full-time,1,0,9,6062,9,0,Yes,No,Travel_Frequently,3,3,2,2,0,4,5,0,1,Low,4,1,4,5,No
EMP_00000447,33,Female,Single,High School,Technical,1,Finance,Junior,2,Full-time,2,2,4,4482,9,0,Yes,Yes,Non-Travel,4,3,3,4,2,4,2,0,5,Medium,4,6,18,0,No
EMP_00000448,24,Male,Married,Bachelor,Arts,0,R&D,Manager,4,Full-time,0,2,3,3058,5,0,No,No,Travel_Rarely,2,3,2,2,5,4,0,0,4,Medium,3,6,26,0,Yes
EMP_00000449,54,Male,Married,Bachelor,Arts,2,Operations,Executive,1,Full-time,1,2,4,3267,11,1,No,Yes,Non-Travel,2,3,2,3,0,3,2,0,1,Low,3,3,3,0,Yes
EMP_00000450,39,Male,Single,Bachelor,Business,2,HR,Junior,3,Full-time,3,0,4,5633,14,2,Yes,No,Travel_Rarely,3,3,3,4,0,3,5,0,5,Low,3,2,8,1,No
EMP_00000451,56,Male,Married,High School,Technical,4,Sales,Senior,2,Full-time,6,4,6,4646,20,0,Yes,Yes,Non-Travel,3,2,4,3,2,4,7,2,4,High,4,9,16,2,No
EMP_00000452,44,Female,Married,High School,Business,2,R&D,Junior,2,Full-time,5,0,7,12451,10,1,Yes,No,Travel_Frequently,3,2,3,2,3,4,3,1,1,Medium,3,7,14,0,No
EMP_00000453,31,Male,Married,High School,Business,3,Finance,Manager,2,Part-time,0,0,0,3048,3,0,Yes,Yes,Non-Travel,3,4,1,4,1,4,7,1,0,Low,4,5,2,4,No
EMP_00000454,35,Male,Married,Master,Science,2,Finance,Manager,1,Full-time,0,0,2,6120,8,0,Yes,No,Travel_Frequently,3,4,4,2,12,3,7,0,0,Low,3,9,24,3,Yes
EMP_00000455,38,Male,Single,Master,Technical,1,R&D,Executive,3,Full-time,0,2,0,3564,14,0,No,No,Travel_Rarely,4,,4,2,5,4,4,1,1,Low,4,10,5,1,No
EMP_00000456,22,Female,Married,Bachelor,Technical,1,Sales,Senior,4,Full-time,9,6,9,6300,14,0,Yes,Yes,Travel_Frequently,3,3,4,2,0,5,7,3,1,High,3,6,8,5,No
EMP_00000457,22,Male,Divorced,Bachelor,Science,3,HR,Senior,2,Full-time,0,7,1,13844,22,1,No,Yes,Travel_Rarely,3,3,4,3,0,5,1,0,4,High,4,11,1,0,Yes
EMP_00000458,48,Male,Single,Bachelor,Arts,2,IT,Junior,3,Full-time,5,4,7,4491,18,2,Yes,No,Travel_Rarely,2,3,4,3,3,3,2,1,5,Medium,3,4,4,4,No
EMP_00000459,34,Female,Single,Bachelor,Arts,2,IT,Junior,4,Full-time,0,4,4,4226,7,2,Yes,No,Travel_Rarely,3,3,2,3,0,5,3,0,2,Low,4,9,7,4,Yes
EMP_00000460,45,Female,Married,Bachelor,Business,2,IT,Junior,3,Full-time,3,5,6,3533,10,2,No,No,Travel_Rarely,4,3,2,2,6,3,3,1,6,Low,3,8,10,0,No
EMP_00000461,29,Male,Married,High School,Business,2,R&D,Senior,1,Full-time,5,1,8,3180,14,2,Yes,No,Travel_Rarely,3,2,3,4,6,5,4,1,6,Medium,4,6,23,2,Yes
EMP_00000462,65,Female,Married,Bachelor,Other,7,R&D,Junior,3,Full-time,5,1,5,3836,11,3,Yes,No,Travel_Frequently,2,3,3,2,3,3,2,1,11,Low,4,7,17,2,No
EMP_00000463,26,Female,Married,High School,Business,1,R&D,Executive,2,Full-time,2,7,8,2709,12,0,Yes,No,Travel_Rarely,3,3,3,4,0,4,0,0,0,High,4,7,7,3,No
EMP_00000464,42,Female,Married,Master,Arts,1,R&D,Senior,2,Part-time,6,1,7,1866,16,2,Yes,No,Non-Travel,2,4,3,3,10,3,4,0,0,High,3,9,1,2,No
EMP_00000465,22,Male,Married,Master,Technical,3,Finance,Analyst,3,Full-time,2,1,4,3898,14,1,Yes,No,Travel_Frequently,3,3,1,3,1,4,5,1,4,Low,3,7,4,1,No
EMP_00000466,22,Male,Married,Master,Business,1,IT,Analyst,1,Full-time,1,1,1,2503,12,0,No,Yes,Travel_Rarely,4,3,3,4,4,4,5,0,7,Low,4,11,4,4,No
EMP_00000467,33,Female,Married,Master,Other,3,R&D,Analyst,2,Contract,9,11,10,2276,5,1,No,Yes,Travel_Frequently,2,4,3,4,1,4,2,1,1,High,4,5,24,0,No
EMP_00000468,33,Female,Married,PhD,Technical,3,Operations,Senior,1,Full-time,3,5,6,4651,15,0,No,No,Travel_Rarely,3,4,2,3,6,3,3,0,2,Low,5,3,59,0,No
EMP_00000469,31,Male,Married,Bachelor,Technical,3,IT,Senior,2,Part-time,14,0,16,8511,14,1,Yes,Yes,Travel_Frequently,3,4,4,3,4,,9,1,4,High,3,10,11,0,No
EMP_00000470,30,Female,Married,PhD,Arts,2,Operations,Manager,1,Part-time,0,2,0,2455,16,1,Yes,Yes,Travel_Frequently,3,2,3,3,1,4,3,0,1,Medium,4,5,1,2,Yes
EMP_00000471,23,Male,Single,Bachelor,Technical,1,Finance,Junior,1,Full-time,12,1,15,3795,13,0,Yes,Yes,Travel_Rarely,3,4,4,4,1,3,1,2,3,High,3,4,26,1,No
EMP_00000472,32,Male,Married,High School,Arts,3,Operations,Junior,5,Full-time,0,0,0,5603,12,1,Yes,No,Travel_Rarely,3,1,3,3,4,3,4,0,5,High,3,4,8,2,No
EMP_00000473,49,Male,Married,Bachelor,Business,3,Operations,Senior,2,Part-time,1,0,1,7378,11,0,No,No,Non-Travel,3,3,4,3,4,3,1,2,1,Medium,4,6,7,1,No
EMP_00000474,42,Female,Divorced,PhD,Science,3,Finance,Junior,2,Part-time,10,1,12,2306,19,0,Yes,No,Travel_Rarely,2,4,4,4,4,5,6,3,2,Medium,3,1,8,3,No
EMP_00000475,34,Male,Divorced,Bachelor,Arts,2,R&D,Junior,1,Full-time,0,1,5,15204,13,1,Yes,No,Travel_Rarely,3,3,3,2,3,4,2,1,5,Medium,4,3,13,0,Yes
EMP_00000476,48,Male,Married,High School,Business,4,IT,Senior,2,Full-time,2,1,3,1630,8,2,Yes,No,Travel_Rarely,2,4,4,4,5,5,4,1,2,Low,2,5,37,1,Yes
EMP_00000477,37,Female,Married,Bachelor,Technical,2,Operations,Junior,5,Full-time,4,1,5,1778,10,2,Yes,No,Travel_Rarely,3,4,3,2,7,4,6,1,1,Medium,4,4,40,3,No
EMP_00000478,35,Male,Married,Bachelor,Arts,0,Finance,Junior,3,Full-time,1,3,1,3156,22,2,Yes,No,Non-Travel,4,3,3,4,21,3,6,0,14,Medium,4,6,2,2,Yes
EMP_00000479,38,Male,Married,Bachelor,Business,1,Operations,Junior,5,Full-time,0,0,0,2206,10,0,No,Yes,Travel_Rarely,2,3,3,3,0,4,2,0,4,Medium,4,7,1,3,Yes
EMP_00000480,28,Female,Married,Master,Technical,2,R&D,Junior,5,Contract,1,0,7,3742,13,0,No,No,Travel_Rarely,3,3,1,4,12,3,4,0,1,Medium,2,3,17,1,No
EMP_00000481,31,Male,Single,High School,Business,1,Operations,Senior,2,Full-time,6,0,9,5413,9,2,No,No,Travel_Rarely,3,2,2,2,9,3,5,0,0,Low,3,8,15,2,Yes
EMP_00000482,42,Female,Married,Master,Technical,4,Sales,Manager,1,Full-time,1,0,1,,17,0,Yes,No,Travel_Rarely,4,4,3,4,1,4,5,1,7,Medium,4,3,1,2,No
EMP_00000483,25,Other,Single,High School,Science,1,Operations,Manager,2,Full-time,1,1,4,8284,20,0,Yes,Yes,Travel_Rarely,4,2,3,3,3,4,1,3,3,High,4,7,20,3,No
EMP_00000484,22,Other,Married,Bachelor,Science,0,Operations,Junior,1,Full-time,2,0,2,3852,7,0,Yes,Yes,Travel_Rarely,4,4,4,2,1,4,3,0,1,Low,4,6,1,3,No
EMP_00000485,22,Female,Married,Bachelor,Science,1,Finance,Executive,1,Full-time,12,5,12,5948,16,1,Yes,No,Non-Travel,2,4,3,2,3,4,4,0,6,Medium,3,4,6,1,No
EMP_00000486,36,Female,Single,Bachelor,Business,5,Finance,Junior,1,Full-time,3,0,4,3710,18,1,Yes,No,Travel_Rarely,3,2,4,3,1,4,4,1,2,High,4,3,24,1,Yes
EMP_00000487,38,Female,Married,PhD,Business,3,Sales,Junior,4,Full-time,1,5,5,7032,19,2,Yes,Yes,Travel_Rarely,2,3,3,4,5,,1,0,0,Medium,3,10,24,0,Yes
EMP_00000488,48,Female,Divorced,Master,Technical,1,Sales,Executive,4,Full-time,5,1,5,2715,16,0,No,No,Travel_Rarely,4,2,3,2,3,5,2,1,2,High,4,7,8,4,No
EMP_00000489,35,Other,Married,Bachelor,Business,1,R&D,Executive,3,Full-time,1,2,3,4183,18,0,Yes,No,Travel_Rarely,3,3,3,3,9,4,0,0,5,Low,4,4,14,0,No
